account_id,application_ts,outcome_ts,credit_score,income,region,payment_received_flag,payment_received_ts,default_status_final,split,defaulted
ACC-100268,2025-01-06,2025-03-07,659.0,126505.0,south,1,2025-03-08,CURRENT,train,0
ACC-100269,2025-02-27,2025-04-12,805.0,81874.0,south,1,2025-04-20,CURRENT,train,0
ACC-100270,2025-01-14,2025-04-08,676.0,67807.0,north,0,2025-04-13,DEFAULTED,train,1
ACC-100271,2025-01-27,2025-03-25,667.0,94278.0,south,1,2025-03-29,CURRENT,train,0
ACC-100272,2025-01-13,2025-04-04,709.0,97662.0,south,1,2025-04-09,CURRENT,train,0
ACC-100273,2025-02-28,2025-05-21,719.0,77309.0,south,0,2025-05-30,DEFAULTED,train,1
ACC-100274,2025-01-10,2025-02-15,619.0,104228.0,north,0,2025-02-23,DEFAULTED,train,1
ACC-100275,2025-01-31,2025-04-16,669.0,81228.0,north,1,2025-04-25,CURRENT,train,0
ACC-100276,2025-02-27,2025-05-15,731.0,73387.0,north,1,2025-05-19,CURRENT,train,0
ACC-100277,2025-02-01,2025-04-21,695.0,93215.0,south,1,2025-04-27,CURRENT,train,0
ACC-100278,2025-02-23,2025-05-23,687.0,103874.0,north,0,2025-05-28,DEFAULTED,train,1
ACC-100279,2025-02-23,2025-05-09,765.0,78591.0,north,1,2025-05-17,CURRENT,train,0
ACC-100280,2025-02-16,2025-05-07,643.0,95951.0,north,0,2025-05-14,DEFAULTED,train,1
ACC-100281,2025-02-14,2025-04-27,685.0,88317.0,south,1,2025-05-02,CURRENT,train,0
ACC-100282,2025-02-04,2025-03-23,651.0,140840.0,south,0,2025-03-28,DEFAULTED,train,1
ACC-100283,2025-02-04,2025-04-25,762.0,77246.0,south,1,2025-05-02,CURRENT,train,0
ACC-100284,2025-02-19,2025-05-02,573.0,114915.0,south,0,2025-05-07,DEFAULTED,train,1
ACC-100285,2025-01-26,2025-04-06,643.0,89058.0,south,0,2025-04-08,DEFAULTED,train,1
ACC-100286,2025-02-26,2025-05-25,651.0,87718.0,south,1,2025-05-26,CURRENT,train,0
ACC-100287,2025-02-22,2025-05-07,716.0,102990.0,south,1,2025-05-16,CURRENT,train,0
ACC-100288,2025-01-23,2025-03-14,713.0,106092.0,north,1,2025-03-17,CURRENT,train,0
ACC-100289,2025-01-25,2025-03-14,757.0,112806.0,south,1,2025-03-22,CURRENT,train,0
ACC-100290,2025-02-12,2025-04-02,593.0,95916.0,north,1,2025-04-04,CURRENT,train,0
ACC-100291,2025-02-25,2025-04-06,721.0,79193.0,south,1,2025-04-08,CURRENT,train,0
ACC-100292,2025-01-06,2025-02-09,664.0,80322.0,north,0,2025-02-10,DEFAULTED,train,1
ACC-100293,2025-01-05,2025-03-21,643.0,99174.0,south,0,2025-03-24,DEFAULTED,train,1
ACC-100294,2025-01-15,2025-04-02,710.0,100456.0,north,1,2025-04-11,CURRENT,train,0
ACC-100295,2025-01-26,2025-03-06,629.0,115165.0,south,0,2025-03-12,DEFAULTED,train,1
ACC-100296,2025-01-10,2025-03-04,566.0,97532.0,north,1,2025-03-05,CURRENT,train,0
ACC-100297,2025-02-01,2025-04-27,660.0,109083.0,south,1,2025-05-04,CURRENT,train,0
ACC-100298,2025-02-02,2025-04-23,598.0,117302.0,south,0,2025-05-02,DEFAULTED,train,1
ACC-100299,2025-02-27,2025-05-03,644.0,92966.0,south,1,2025-05-05,CURRENT,train,0
ACC-100300,2025-02-14,2025-05-13,700.0,63260.0,north,1,2025-05-18,CURRENT,train,0
ACC-100301,2025-01-16,2025-03-06,697.0,68773.0,north,0,2025-03-15,DEFAULTED,train,1
ACC-100302,2025-02-17,2025-05-08,767.0,64120.0,south,1,2025-05-11,CURRENT,train,0
ACC-100303,2025-02-18,2025-05-15,669.0,118649.0,south,0,2025-05-19,DEFAULTED,train,1
ACC-100304,2025-02-10,2025-04-16,596.0,74747.0,south,1,2025-04-22,CURRENT,train,0
ACC-100305,2025-02-10,2025-03-21,638.0,112173.0,south,1,2025-03-30,CURRENT,train,0
ACC-100306,2025-01-19,2025-03-07,629.0,100543.0,south,1,2025-03-16,CURRENT,train,0
ACC-100307,2025-02-13,2025-04-14,613.0,120875.0,north,0,2025-04-21,DEFAULTED,train,1
ACC-100308,2025-01-09,2025-02-24,704.0,108056.0,south,0,2025-02-27,DEFAULTED,train,1
ACC-100309,2025-02-07,2025-03-14,645.0,88157.0,north,0,2025-03-19,DEFAULTED,train,1
ACC-100310,2025-02-25,2025-04-06,571.0,86399.0,south,0,2025-04-08,DEFAULTED,train,1
ACC-100311,2025-02-28,2025-05-26,718.0,91533.0,south,1,2025-05-30,CURRENT,train,0
ACC-100312,2025-01-18,2025-03-11,674.0,93155.0,south,1,2025-03-20,CURRENT,train,0
ACC-100313,2025-01-20,2025-03-25,700.0,80447.0,south,1,2025-03-26,CURRENT,train,0
ACC-100314,2025-02-07,2025-04-04,686.0,89413.0,south,1,2025-04-06,CURRENT,train,0
ACC-100315,2025-01-24,2025-04-12,715.0,118968.0,south,1,2025-04-13,CURRENT,train,0
ACC-100316,2025-02-13,2025-03-21,682.0,59362.0,south,1,2025-03-23,CURRENT,train,0
ACC-100317,2025-01-13,2025-02-28,748.0,94653.0,south,1,2025-03-06,CURRENT,train,0
ACC-100318,2025-01-11,2025-03-17,703.0,73675.0,south,1,2025-03-21,CURRENT,train,0
ACC-100319,2025-01-04,2025-03-23,702.0,93367.0,south,1,2025-03-30,CURRENT,train,0
ACC-100320,2025-01-29,2025-03-27,703.0,105117.0,south,0,2025-04-02,DEFAULTED,train,1
ACC-100321,2025-01-13,2025-03-26,600.0,88963.0,south,1,2025-04-04,CURRENT,train,0
ACC-100322,2025-01-18,2025-04-06,671.0,103914.0,north,0,2025-04-09,DEFAULTED,train,1
ACC-100323,2025-02-24,2025-05-03,666.0,61383.0,north,1,2025-05-07,CURRENT,train,0
ACC-100324,2025-02-18,2025-05-08,691.0,109926.0,south,1,2025-05-09,CURRENT,train,0
ACC-100325,2025-02-20,2025-05-18,605.0,79144.0,south,1,2025-05-27,CURRENT,train,0
ACC-100326,2025-02-05,2025-03-20,770.0,101203.0,south,1,2025-03-28,CURRENT,train,0
ACC-100327,2025-01-07,2025-03-04,686.0,93284.0,south,0,2025-03-07,DEFAULTED,train,1
ACC-100328,2025-02-14,2025-03-29,613.0,43460.0,north,1,2025-04-01,CURRENT,train,0
ACC-100329,2025-02-06,2025-04-01,586.0,76391.0,north,0,2025-04-10,DEFAULTED,train,1
ACC-100330,2025-02-24,2025-03-26,665.0,93969.0,north,0,2025-03-31,DEFAULTED,train,1
ACC-100331,2025-01-29,2025-04-10,675.0,117972.0,south,1,2025-04-19,CURRENT,train,0
ACC-100332,2025-01-11,2025-02-24,640.0,95171.0,north,1,2025-02-27,CURRENT,train,0
ACC-100333,2025-02-05,2025-04-26,685.0,94639.0,south,1,2025-04-28,CURRENT,train,0
ACC-100334,2025-01-28,2025-04-11,645.0,64572.0,south,0,2025-04-17,DEFAULTED,train,1
ACC-100335,2025-02-09,2025-03-31,710.0,115761.0,south,1,2025-04-08,CURRENT,train,0
ACC-100336,2025-01-23,2025-03-21,640.0,122527.0,south,1,2025-03-22,CURRENT,train,0
ACC-100337,2025-01-19,2025-03-30,678.0,90514.0,south,1,2025-04-06,CURRENT,train,0
ACC-100338,2025-01-08,2025-03-04,734.0,86044.0,south,1,2025-03-05,CURRENT,train,0
ACC-100339,2025-02-27,2025-04-10,821.0,60857.0,north,0,2025-04-17,DEFAULTED,train,1
ACC-100340,2025-02-15,2025-03-19,625.0,105900.0,south,1,2025-03-27,CURRENT,train,0
ACC-100341,2025-01-28,2025-04-01,654.0,138641.0,south,1,2025-04-09,CURRENT,train,0
ACC-100342,2025-01-15,2025-03-17,634.0,102908.0,south,1,2025-03-23,CURRENT,train,0
ACC-100343,2025-02-07,2025-04-24,723.0,112747.0,south,1,2025-04-29,CURRENT,train,0
ACC-100344,2025-01-25,2025-03-03,617.0,99758.0,north,0,2025-03-05,DEFAULTED,train,1
ACC-100345,2025-02-08,2025-03-13,653.0,72270.0,north,0,2025-03-18,DEFAULTED,train,1
ACC-100346,2025-01-06,2025-03-21,678.0,114060.0,south,1,2025-03-30,CURRENT,train,0
ACC-100347,2025-01-12,2025-03-26,626.0,67778.0,south,1,2025-03-30,CURRENT,train,0
ACC-100348,2025-02-14,2025-05-02,627.0,86208.0,south,1,2025-05-05,CURRENT,train,0
ACC-100349,2025-01-04,2025-02-03,654.0,95019.0,south,0,2025-02-11,DEFAULTED,train,1
ACC-100350,2025-02-10,2025-04-20,564.0,105892.0,north,0,2025-04-25,DEFAULTED,test,1
ACC-100351,2025-01-25,2025-04-22,600.0,97488.0,south,1,2025-05-01,CURRENT,test,0
ACC-100352,2025-01-01,2025-03-17,657.0,96963.0,north,0,2025-03-18,DEFAULTED,test,1
ACC-100353,2025-02-15,2025-04-14,688.0,76293.0,north,0,2025-04-16,DEFAULTED,test,1
ACC-100354,2025-02-11,2025-04-10,670.0,66791.0,north,1,2025-04-17,CURRENT,test,0
ACC-100355,2025-02-18,2025-04-13,582.0,91107.0,north,0,2025-04-20,DEFAULTED,test,1
ACC-100356,2025-02-23,2025-03-28,654.0,77216.0,north,0,2025-04-06,DEFAULTED,test,1
ACC-100357,2025-02-13,2025-04-27,724.0,66460.0,south,1,2025-04-30,CURRENT,test,0
ACC-100358,2025-02-20,2025-04-23,711.0,67213.0,north,1,2025-04-26,CURRENT,test,0
ACC-100359,2025-01-07,2025-03-09,676.0,81178.0,north,1,2025-03-11,CURRENT,test,0
ACC-100360,2025-02-25,2025-05-21,631.0,56654.0,north,0,2025-05-28,DEFAULTED,test,1
ACC-100361,2025-02-24,2025-05-08,715.0,65746.0,north,1,2025-05-10,CURRENT,test,0
ACC-100362,2025-02-11,2025-05-09,648.0,60568.0,south,0,2025-05-18,DEFAULTED,test,1
ACC-100363,2025-02-18,2025-03-25,616.0,93281.0,north,0,2025-03-31,DEFAULTED,test,1
ACC-100364,2025-02-14,2025-05-12,636.0,97344.0,north,1,2025-05-19,CURRENT,test,0
ACC-100365,2025-02-22,2025-04-26,760.0,126129.0,north,1,2025-04-29,CURRENT,test,0
ACC-100366,2025-02-23,2025-04-18,692.0,63044.0,north,1,2025-04-25,CURRENT,test,0
ACC-100367,2025-02-01,2025-04-05,744.0,77767.0,north,1,2025-04-08,CURRENT,test,0
ACC-100368,2025-02-18,2025-03-22,654.0,106427.0,south,1,2025-03-24,CURRENT,test,0
ACC-100369,2025-02-24,2025-05-20,732.0,86098.0,north,1,2025-05-21,CURRENT,test,0
ACC-100370,2025-01-18,2025-03-26,647.0,84114.0,south,0,2025-03-28,DEFAULTED,test,1
ACC-100371,2025-01-03,2025-02-04,671.0,120765.0,north,1,2025-02-07,CURRENT,test,0
ACC-100372,2025-01-11,2025-04-05,817.0,83909.0,north,1,2025-04-06,CURRENT,test,0
ACC-100373,2025-01-02,2025-02-28,722.0,69188.0,north,1,2025-03-07,CURRENT,test,0
ACC-100374,2025-01-27,2025-03-05,652.0,66295.0,north,0,2025-03-09,DEFAULTED,test,1
ACC-100375,2025-01-02,2025-03-10,675.0,96042.0,north,1,2025-03-11,CURRENT,test,0
ACC-100376,2025-01-16,2025-02-19,698.0,95494.0,north,1,2025-02-28,CURRENT,test,0
ACC-100377,2025-01-16,2025-03-20,747.0,65309.0,north,1,2025-03-25,CURRENT,test,0
ACC-100378,2025-02-12,2025-04-28,653.0,72263.0,north,1,2025-05-04,CURRENT,test,0
ACC-100379,2025-01-15,2025-02-18,584.0,99625.0,north,1,2025-02-24,CURRENT,test,0
ACC-100380,2025-02-26,2025-05-14,665.0,100391.0,north,1,2025-05-22,CURRENT,test,0
ACC-100381,2025-01-12,2025-03-18,681.0,78422.0,north,1,2025-03-19,CURRENT,test,0
ACC-100382,2025-02-28,2025-04-18,686.0,101200.0,south,0,2025-04-22,DEFAULTED,test,1
ACC-100383,2025-02-04,2025-03-19,752.0,100293.0,north,1,2025-03-22,CURRENT,test,0
ACC-100384,2025-01-15,2025-02-14,697.0,57905.0,south,1,2025-02-20,CURRENT,test,0
ACC-100385,2025-01-03,2025-02-13,725.0,84383.0,north,0,2025-02-22,DEFAULTED,test,1
ACC-100386,2025-01-19,2025-03-07,619.0,97472.0,south,0,2025-03-08,DEFAULTED,test,1
ACC-100387,2025-02-05,2025-04-28,728.0,79685.0,north,1,2025-05-07,CURRENT,test,0
ACC-100388,2025-01-07,2025-03-08,795.0,51499.0,north,1,2025-03-13,CURRENT,test,0
ACC-100389,2025-01-10,2025-02-20,723.0,84906.0,north,0,2025-02-28,DEFAULTED,test,1
ACC-100390,2025-01-07,2025-03-22,694.0,103538.0,south,1,2025-03-31,CURRENT,test,0
ACC-100391,2025-02-10,2025-04-08,688.0,118447.0,north,1,2025-04-10,CURRENT,test,0
ACC-100392,2025-01-06,2025-03-27,778.0,50566.0,north,1,2025-03-30,CURRENT,test,0
ACC-100393,2025-01-02,2025-03-18,629.0,137040.0,north,0,2025-03-25,DEFAULTED,test,1
ACC-100394,2025-01-28,2025-04-23,674.0,69712.0,south,1,2025-04-27,CURRENT,test,0
ACC-100395,2025-01-19,2025-04-01,705.0,107225.0,north,0,2025-04-06,DEFAULTED,test,1
ACC-100396,2025-02-04,2025-03-12,721.0,112216.0,north,1,2025-03-15,CURRENT,test,0
ACC-100397,2025-02-26,2025-04-30,656.0,107694.0,north,0,2025-05-02,DEFAULTED,test,1
ACC-100398,2025-02-21,2025-04-17,697.0,92693.0,south,0,2025-04-25,DEFAULTED,test,1
ACC-100399,2025-02-02,2025-04-21,665.0,69094.0,north,1,2025-04-26,CURRENT,test,0
ACC-100400,2025-02-08,2025-03-19,687.0,101278.0,north,0,2025-03-20,DEFAULTED,test,1
ACC-100401,2025-02-18,2025-04-16,673.0,77126.0,north,1,2025-04-25,CURRENT,test,0
ACC-100402,2025-01-27,2025-04-16,617.0,44591.0,north,1,2025-04-18,CURRENT,test,0
ACC-100403,2025-02-09,2025-04-17,679.0,140920.0,north,1,2025-04-25,CURRENT,test,0
ACC-100404,2025-01-13,2025-02-14,728.0,102746.0,south,1,2025-02-21,CURRENT,test,0
ACC-100405,2025-02-06,2025-04-26,627.0,122725.0,north,1,2025-04-30,CURRENT,test,0
ACC-100406,2025-01-15,2025-03-08,667.0,73591.0,north,1,2025-03-12,CURRENT,test,0
ACC-100407,2025-01-12,2025-03-23,717.0,116415.0,south,1,2025-03-24,CURRENT,test,0
ACC-100408,2025-02-15,2025-04-25,621.0,118618.0,south,0,2025-04-29,DEFAULTED,test,1
ACC-100409,2025-02-04,2025-04-13,690.0,117982.0,south,0,2025-04-22,DEFAULTED,test,1
ACC-100410,2025-01-23,2025-03-19,622.0,89618.0,north,0,2025-03-27,DEFAULTED,test,1
ACC-100411,2025-01-03,2025-02-26,742.0,68356.0,north,1,2025-03-07,CURRENT,test,0
ACC-100412,2025-01-15,2025-02-20,807.0,86808.0,north,1,2025-02-27,CURRENT,test,0
ACC-100413,2025-02-18,2025-04-22,791.0,50350.0,north,1,2025-04-27,CURRENT,test,0
ACC-100414,2025-01-29,2025-03-17,668.0,59364.0,south,1,2025-03-25,CURRENT,test,0
ACC-100415,2025-02-27,2025-04-21,721.0,91655.0,south,1,2025-04-24,CURRENT,test,0
ACC-100416,2025-02-24,2025-04-05,687.0,72155.0,south,0,2025-04-14,DEFAULTED,test,1
ACC-100417,2025-02-21,2025-05-06,686.0,87040.0,north,0,2025-05-11,DEFAULTED,test,1
ACC-100418,2025-01-01,2025-03-27,765.0,88038.0,north,1,2025-04-01,CURRENT,test,0
ACC-100419,2025-01-04,2025-02-25,607.0,124753.0,north,0,2025-03-04,DEFAULTED,test,1
ACC-100420,2025-02-04,2025-03-31,738.0,113357.0,north,1,2025-04-06,CURRENT,test,0
ACC-100421,2025-01-21,2025-03-19,677.0,89192.0,north,1,2025-03-24,CURRENT,test,0
ACC-100422,2025-02-20,2025-03-26,757.0,111760.0,north,1,2025-04-04,CURRENT,test,0
ACC-100423,2025-01-20,2025-04-05,690.0,75965.0,north,0,2025-04-09,DEFAULTED,test,1
ACC-100424,2025-01-10,2025-04-02,643.0,83936.0,north,0,2025-04-10,DEFAULTED,test,1
ACC-100425,2025-01-07,2025-03-08,695.0,106384.0,north,0,2025-03-11,DEFAULTED,test,1
ACC-100426,2025-01-19,2025-02-21,720.0,67650.0,south,1,2025-02-25,CURRENT,test,0
ACC-100427,2025-02-07,2025-03-29,682.0,84978.0,north,1,2025-04-01,CURRENT,test,0
ACC-100428,2025-01-08,2025-02-16,707.0,66225.0,north,1,2025-02-18,CURRENT,test,0
ACC-100429,2025-02-17,2025-05-07,651.0,92115.0,south,1,2025-05-08,CURRENT,test,0
ACC-100430,2025-01-19,2025-04-07,563.0,119385.0,south,0,2025-04-13,DEFAULTED,test,1
ACC-100431,2025-01-19,2025-03-12,730.0,76462.0,south,1,2025-03-15,CURRENT,test,0
ACC-100432,2025-02-09,2025-04-02,718.0,94066.0,south,1,2025-04-11,CURRENT,test,0
ACC-100433,2025-02-21,2025-05-12,688.0,73848.0,south,0,2025-05-21,DEFAULTED,test,1
ACC-100434,2025-01-27,2025-03-03,684.0,69308.0,north,0,2025-03-06,DEFAULTED,test,1
ACC-100435,2025-02-17,2025-05-05,737.0,67755.0,south,1,2025-05-06,CURRENT,test,0
ACC-100436,2025-01-19,2025-04-16,655.0,116186.0,north,1,2025-04-23,CURRENT,test,0
ACC-100437,2025-01-08,2025-03-05,641.0,132524.0,north,1,2025-03-12,CURRENT,test,0
ACC-100438,2025-02-19,2025-05-05,670.0,98695.0,south,0,2025-05-09,DEFAULTED,test,1
ACC-100439,2025-02-16,2025-04-29,745.0,77107.0,north,1,2025-05-07,CURRENT,test,0
ACC-100440,2025-02-15,2025-05-09,604.0,102688.0,north,0,2025-05-11,DEFAULTED,test,1
ACC-100441,2025-02-22,2025-03-26,746.0,83982.0,north,1,2025-03-30,CURRENT,test,0
ACC-100442,2025-01-30,2025-04-12,645.0,104425.0,north,0,2025-04-14,DEFAULTED,test,1
ACC-100443,2025-01-12,2025-03-06,619.0,95238.0,south,0,2025-03-12,DEFAULTED,test,1
ACC-100444,2025-02-05,2025-04-27,749.0,95035.0,south,1,2025-04-28,CURRENT,test,0
ACC-100445,2025-02-04,2025-04-26,675.0,100931.0,north,1,2025-04-28,CURRENT,test,0
ACC-100446,2025-01-24,2025-03-12,608.0,79569.0,north,0,2025-03-14,DEFAULTED,test,1
ACC-100447,2025-02-08,2025-04-13,660.0,82721.0,south,1,2025-04-20,CURRENT,test,0
ACC-100448,2025-01-16,2025-03-16,731.0,59018.0,south,1,2025-03-20,CURRENT,test,0
ACC-100449,2025-02-06,2025-04-10,746.0,82046.0,north,1,2025-04-17,CURRENT,test,0
ACC-100450,2025-02-17,2025-05-07,657.0,64398.0,south,0,2025-05-09,DEFAULTED,test,1
ACC-100451,2025-01-06,2025-03-16,702.0,87396.0,south,1,2025-03-23,CURRENT,test,0
ACC-100452,2025-01-28,2025-04-13,719.0,72763.0,south,0,2025-04-19,DEFAULTED,test,1
ACC-100453,2025-02-09,2025-04-20,645.0,91822.0,south,1,2025-04-25,CURRENT,test,0
ACC-100454,2025-01-04,2025-02-18,700.0,98158.0,south,1,2025-02-22,CURRENT,test,0
ACC-100455,2025-02-07,2025-04-13,678.0,64438.0,north,0,2025-04-22,DEFAULTED,test,1
ACC-100456,2025-02-24,2025-04-17,651.0,75361.0,south,1,2025-04-23,CURRENT,test,0
ACC-100457,2025-02-19,2025-04-15,653.0,73020.0,south,0,2025-04-23,DEFAULTED,test,1
ACC-100458,2025-02-11,2025-03-19,684.0,103437.0,north,1,2025-03-22,CURRENT,test,0
ACC-100459,2025-02-18,2025-03-31,682.0,120715.0,north,1,2025-04-06,CURRENT,test,0
ACC-100460,2025-01-22,2025-03-13,649.0,105328.0,north,1,2025-03-20,CURRENT,test,0
ACC-100461,2025-01-20,2025-03-08,657.0,83710.0,north,0,2025-03-15,DEFAULTED,test,1
ACC-100462,2025-01-06,2025-03-15,741.0,116370.0,south,1,2025-03-19,CURRENT,test,0
ACC-100463,2025-02-13,2025-04-01,692.0,62746.0,south,0,2025-04-04,DEFAULTED,test,1
ACC-100464,2025-01-19,2025-03-04,729.0,116988.0,south,1,2025-03-07,CURRENT,test,0
ACC-100465,2025-02-22,2025-04-18,746.0,78188.0,north,1,2025-04-27,CURRENT,test,0
ACC-100466,2025-01-28,2025-04-02,712.0,39955.0,north,1,2025-04-05,CURRENT,test,0
ACC-100467,2025-02-23,2025-05-23,805.0,137714.0,south,1,2025-05-29,CURRENT,test,0
ACC-100468,2025-01-09,2025-03-10,635.0,118404.0,north,0,2025-03-17,DEFAULTED,test,1
ACC-100469,2025-01-10,2025-03-02,724.0,71426.0,south,1,2025-03-11,CURRENT,test,0
ACC-100470,2025-01-21,2025-03-11,663.0,93042.0,north,0,2025-03-15,DEFAULTED,test,1
ACC-100471,2025-01-02,2025-02-27,782.0,86139.0,north,1,2025-03-02,CURRENT,test,0
ACC-100472,2025-01-30,2025-04-25,774.0,91840.0,north,1,2025-04-26,CURRENT,test,0
ACC-100473,2025-02-09,2025-04-02,573.0,63301.0,north,0,2025-04-11,DEFAULTED,test,1
ACC-100474,2025-02-09,2025-03-25,627.0,77733.0,north,1,2025-03-29,CURRENT,test,0
ACC-100475,2025-01-13,2025-03-18,717.0,98423.0,north,1,2025-03-19,CURRENT,test,0
ACC-100476,2025-01-10,2025-03-27,723.0,94009.0,south,1,2025-03-28,CURRENT,test,0
ACC-100477,2025-02-03,2025-04-30,721.0,111586.0,south,1,2025-05-05,CURRENT,test,0
ACC-100478,2025-02-07,2025-03-25,676.0,91436.0,north,0,2025-03-30,DEFAULTED,test,1
ACC-100479,2025-02-26,2025-05-20,705.0,132286.0,north,1,2025-05-21,CURRENT,test,0
ACC-100480,2025-02-23,2025-05-15,716.0,77117.0,north,1,2025-05-23,CURRENT,test,0
ACC-100481,2025-01-23,2025-03-16,676.0,94668.0,south,1,2025-03-18,CURRENT,test,0
ACC-100482,2025-01-10,2025-03-01,737.0,55506.0,north,1,2025-03-05,CURRENT,test,0
ACC-100483,2025-01-16,2025-03-03,556.0,67444.0,south,1,2025-03-10,CURRENT,test,0
ACC-100484,2025-02-22,2025-04-12,715.0,113913.0,north,1,2025-04-16,CURRENT,test,0
ACC-100485,2025-01-28,2025-04-21,623.0,73030.0,north,0,2025-04-22,DEFAULTED,test,1
ACC-100486,2025-03-01,2025-04-18,733.0,99552.0,north,1,2025-04-25,CURRENT,test,0
ACC-100487,2025-02-09,2025-04-09,667.0,88888.0,south,0,2025-04-13,DEFAULTED,test,1
ACC-100488,2025-02-05,2025-05-02,631.0,71198.0,north,0,2025-05-09,DEFAULTED,test,1
ACC-100489,2025-01-07,2025-03-19,701.0,83732.0,south,1,2025-03-21,CURRENT,test,0
ACC-100490,2025-02-05,2025-03-14,630.0,80744.0,north,0,2025-03-20,DEFAULTED,test,1
ACC-100491,2025-01-23,2025-02-26,630.0,81227.0,north,0,2025-03-06,DEFAULTED,test,1
ACC-100492,2025-02-20,2025-04-04,594.0,103565.0,north,0,2025-04-07,DEFAULTED,test,1
ACC-100493,2025-01-09,2025-03-31,679.0,101742.0,south,1,2025-04-01,CURRENT,test,0
ACC-100494,2025-01-12,2025-02-24,707.0,79606.0,north,1,2025-03-01,CURRENT,test,0
ACC-100495,2025-02-09,2025-03-29,736.0,73672.0,north,1,2025-04-02,CURRENT,test,0
ACC-100496,2025-02-10,2025-04-13,672.0,95082.0,north,0,2025-04-19,DEFAULTED,test,1
ACC-100497,2025-02-19,2025-04-19,738.0,88200.0,north,1,2025-04-27,CURRENT,test,0
ACC-100498,2025-02-01,2025-03-07,681.0,108509.0,south,0,2025-03-16,DEFAULTED,test,1
ACC-100499,2025-01-23,2025-03-05,675.0,137795.0,north,1,2025-03-12,CURRENT,test,0
